0.554296	-0.096634	-1.000000
0.794415	-0.361032	-1.000000
-0.066186	-0.503982	-1.000000
0.115117	0.427580	1.000000
0.289779	0.341052	1.000000
0.124849	-0.084948	1.000000
-0.440080	-0.262568	-1.000000
0.184516	-0.805418	-1.000000
-0.573060	-0.157017	-1.000000
0.032402	0.059315	1.000000
-0.174744	-0.249910	1.000000
-0.130565	-0.396236	1.000000
-0.039189	0.151789	1.000000
-0.826479	0.123362	-1.000000
-0.023175	0.013173	1.000000
-0.139827	0.035226	1.000000
-0.430305	-0.003058	1.000000
-0.231369	0.299735	1.000000
0.055866	-0.507318	-1.000000
-0.565183	0.677183	-1.000000
0.581915	-0.065347	-1.000000
-0.240938	0.033465	1.000000
-0.384329	0.532575	-1.000000
-0.008281	-0.196686	1.000000
0.433603	-0.420215	-1.000000
0.352043	0.769431	-1.000000
-0.045002	-0.719081	-1.000000
-0.117740	-0.207694	1.000000
-0.488338	-0.646009	-1.000000
-0.857880	0.096199	-1.000000
0.003298	-0.005180	1.000000
0.013812	-0.031629	1.000000
-0.527578	0.124633	-1.000000
0.591142	0.518616	-1.000000
0.644833	0.713571	-1.000000
0.042466	0.908001	-1.000000
-0.822535	0.563587	-1.000000
0.029994	-0.207942	1.000000
-0.381584	0.601906	-1.000000
-0.548124	0.650668	-1.000000
-0.208223	-0.836367	-1.000000
0.306851	0.364037	1.000000
0.520648	0.549306	-1.000000
0.087081	-0.620650	-1.000000
-0.912970	-0.073969	-1.000000
-0.606169	0.712394	-1.000000
-0.049576	-0.061842	1.000000
-0.051245	-0.744670	-1.000000
-0.330882	0.841188	-1.000000
-0.069268	-0.140623	1.000000
-0.010309	0.139433	1.000000
0.253181	-0.729267	-1.000000
0.389137	-0.747638	-1.000000
-0.754358	0.484022	-1.000000
-0.258408	-0.661070	-1.000000
0.733476	-0.188369	-1.000000
-0.149799	-0.497661	-1.000000
0.159930	0.054776	1.000000
0.012885	-0.306346	1.000000
-0.026827	0.026870	1.000000
0.108276	-0.356616	1.000000
-0.451367	0.432382	-1.000000
-0.114874	0.288312	1.000000
0.785542	0.557731	-1.000000
-0.079417	0.462590	1.000000
-0.438282	-0.410287	-1.000000
-0.267675	-0.543203	-1.000000
0.615758	-0.266825	-1.000000
0.673600	0.150934	-1.000000
0.003391	-0.015344	1.000000
0.274557	-0.667976	-1.000000
-0.405238	0.136530	1.000000
-0.211047	0.517897	-1.000000
0.039652	0.030997	1.000000
0.187164	-0.236520	1.000000
-0.033887	0.963704	-1.000000
0.007298	-0.186295	1.000000
0.201948	-0.117800	1.000000
-0.226602	-0.189157	1.000000
-0.122682	-0.013951	1.000000
0.484136	0.142143	-1.000000
-0.235078	0.150022	1.000000
0.077917	0.208457	1.000000
0.996654	0.077228	-1.000000
-0.297757	0.262864	1.000000
0.746925	-0.520554	-1.000000
0.052515	-0.619042	-1.000000
-0.350935	-0.102442	1.000000
0.228986	-0.016626	1.000000
-0.722562	0.008163	-1.000000
0.457102	-0.607799	-1.000000
-0.135358	0.573967	-1.000000
0.915951	-0.336094	-1.000000
0.616054	-0.163322	-1.000000
-0.815319	-0.036207	-1.000000
0.046843	0.431254	1.000000
-0.450891	0.299250	-1.000000
-0.149447	-0.165191	1.000000
-0.754091	0.346493	-1.000000
-0.705683	0.313780	-1.000000
